user_id,nickname,comment_id,content,time,sentiment
348823235,Devotion14,6116043455,香港，再见,2024-05-21 06:24:32.832,中性
7878761421,小伊不懂爱_,6116036477,加油,2024-05-21 06:05:36.982,中性
7834354661,你眼眸的痂,6116019254,我也想成为你这样的人,2024-05-21 05:13:16.889,中性
2143721247,一生几梦,6115964191,这个梦在现实中无法实现，所以才会想在睡梦中延续,2024-05-21 02:14:01.250,中性
444827794,你ha的,6115951344,"加油！
",2024-05-21 01:25:04.101,积极
8012299184,拿板栗砸你头,6115944709,加油，兄弟,2024-05-21 01:06:34.504,中性
1929420619,屈屈南波万,6115933109,不能[大哭][大哭][大哭]因为我也喜欢魔力红的歌,2024-05-20 23:56:45.841,中性
1564069919,i睡到自然醒o,6115924768,还有17天啦,2024-05-20 23:00:23.080,中性
6489685434,优雅的小李子_,6115814049,加油,2024-05-20 15:37:42.850,中性
9974244183,甘露寺蜜璃天下第一,6115801941,阿妈的配方，双眼涂口红,2024-05-20 15:17:38.643,中性
8747453628,Ethan-Sun0203,6115776841,"晚上，躺在床上，听着这首歌，泪流满面…

奶奶，您什么时候回来？",2024-05-20 14:37:02.543,中性
2134679482,乱世鸣哥,6115765788,5.20号距离中考还有2️⃣4️⃣天，文峰一中！,2024-05-20 14:17:03.052,积极
2134679482,乱世鸣哥,6115763741,接,2024-05-20 14:16:19.673,中性
2134679482,乱世鸣哥,6115759680,接,2024-05-20 14:15:57.572,中性
3374503830,MAXZM1011,6115756246,时人不识凌云木，直待凌云始道高。,2024-05-20 14:08:05.222,消极
3815569838,月光站台-寒,6115743626,点了,2024-05-20 13:50:14.192,中性
1973381936,LAC玄,6115737203,希望中考能上720，完成救赎,2024-05-20 13:35:14.672,中性
1669525250,心仍为克罗地亚打着节拍,6115736288,俺妈的配方 …双眼涂口红💄,2024-05-20 13:34:37.832,中性
1481469859,你爷爷_HBlQ,6115731731,高考加油！再相信自己一次！[流泪],2024-05-20 13:29:57.646,积极
499918283,赵木东带柯基,6115669798,加油，一定上岸,2024-05-20 11:30:46.589,中性
1486903231,Ivy_Blossom,6115666810,高考加油！,2024-05-20 11:24:21.024,积极
8066246932,tyihlkfrx,6115583107,高考一定过500！,2024-05-20 07:53:57.991,积极
3532511287,冷冰冰的7_X,6115569091,"阿妈的配方双眼涂口红～

",2024-05-20 07:24:16.134,中性
6316300278,狂练过,6115527937,加油,2024-05-20 05:36:47.659,中性
6316300278,狂练过,6115526410,上岸,2024-05-20 05:36:41.902,中性
624851666,汪寻鱼,6115505628,哈啊哈哈哈,2024-05-20 04:55:16.344,中性
391382143,POPPIES-NIDIE,6115486598,副歌一起，美好结局,2024-05-20 04:06:58.326,中性
446439437,它不会说话,6115422639,rap的部分神了,2024-05-20 01:11:23.759,中性
9137621573,呤清,6115338239,"加油

",2024-05-19 17:48:43.758,中性
9197925977,_番茄王子_,6115272538,我接了,2024-05-19 16:09:04.572,中性
2103299400,Hui惠子-,6115200274,加油！,2024-05-19 14:29:29.307,积极
1842555135,Jean茗,6115180143,声音像gay,2024-05-19 13:52:02.829,中性
9063473193,陈浔冬,6115174091,会说点了！,2024-05-19 13:39:21.143,积极
9702121772,萤店,6115167256,肖申克的救赎！！[YYDS],2024-05-19 13:29:27.636,积极
3948492780,去成为一棵树,6115147456,新婚快乐！（虽晚必到版）,2024-05-19 12:52:12.674,积极
7828182479,低调der嫙侓,6115142849,六月二的北伦敦永远属于白色！！！！,2024-05-19 12:35:44.857,积极
8921953679,弥彦_dERu,6115140867,加油,2024-05-19 12:33:57.446,中性
600028947,CindyW的,6115125671,加油！,2024-05-19 12:08:43.397,积极
4975511840,有个儿子叫五三,6115119546,加油！,2024-05-19 11:55:55.261,积极
6450894605,Eliauk220221,6115117870,借你吉言,2024-05-19 11:45:57.005,中性
8922942052,云村村民169795044726998,6115091902,2024中考加油,2024-05-19 10:51:01.815,中性
9978973479,-璃雯久-,6115081242,小猫希望你天天开心.,2024-05-19 10:30:23.060,中性
8512706419,高家四弟高启俊,6115002690,pay phone从不打低端局,2024-05-19 07:53:28.754,中性
8831720756,诀别轩_,6115004322,Hello 我是文案圈轩 初次见面 记住我 我们顶峰相见^,2024-05-19 07:51:10.885,中性
2040982899,回天出了了了了了,6114986201,也祝高考加油！[呆],2024-05-19 07:16:30.895,积极
5065217109,Cruyff克鲁伊夫转身,6114978366,不，有些东西需要你学会放弃,2024-05-19 07:04:32.602,中性
3858375630,霉霉女士吃饭了吗,6114959799,希望你也喜欢我,2024-05-19 06:26:07.083,中性
1441159779,用户1441159779,6114952955,他永远不会知道他对我的意义,2024-05-19 06:13:06.264,中性
5211741322,辰-轩-,6114927123,求万赞徽章[爱心],2024-05-19 05:20:02.199,中性
5002532352,待兼唐怀瑟-,6114916856,你3月03又发了一个想骗赞呢，还是在老鼠MM刷到的,2024-05-19 04:57:46.227,中性
2050864471,Zzok_QQJ,6114873348," 0",2024-05-19 03:31:28.343,中性
6360945291,云村村民163999032154024,6114875856,[强]👍🏻👍🏼👍🏽👍🏾👍🏿,2024-05-19 03:31:00.074,中性
9152445068,Lady__Nori,6114837590,第二个！,2024-05-19 02:23:40.112,积极
4948817518,1逍遥航1,6114835693,佩佩服,2024-05-19 02:22:14.216,中性
7938488687,fjm噢,6114824177,魔力红你的乐迷团满了，你能退出来让我进吗[多多大哭][多多大哭],2024-05-19 01:49:56.481,中性
3910024063,杰杰杰_怡,6114807337,生活总在关键时刻给我们当头一棒，但是梦想会带着我们奋勇向前,2024-05-19 01:06:32.852,中性
8926734901,chhvnjgbjk,6114804259,短暂的暧昧 挥之不去的回忆.,2024-05-19 00:56:40.502,中性
3573916517,LILI7474,6114786368,谢谢你,2024-05-18 23:54:46.604,中性
2094200019,KEVIN-网易yyds,6114785532,"当你学会英语，听得懂英文歌，而且你又是一个跟我一样的小学生。。。
歌词真的好那个啥，。。。我也不会说了",2024-05-18 23:51:28.221,消极
1796774122,琦qqqqqqqqqqqqqqqqq,6114661345,"吃着sugar,打着payphone给你问家里的animals最近怎样，有没有闹我心爱的maps。离开你是misery,但是你可不可以给我one more night让我move like Jagger,你只是告诉我   Don't wanna know",2024-05-18 15:52:41.737,消极
3416762745,心情天天Kai心,6114658823, 其实你当然不痛不痒 因为你是被爱的那个 也因为你不是我 所以你 才不会明白你对我的意义,2024-05-18 15:45:12.231,中性
9803209551,明克街十三号房东,6114653389,好,2024-05-18 15:41:09.547,中性
9038038793,zian思涵,6114655781,拨开芥子的凡心，到最后才发现有的仅仅是整个须弥.,2024-05-18 15:39:12.785,中性
1387526094,旻渃倪孤,6114650073,一直幸福下去(≧◡≦)💕,2024-05-18 15:31:49.106,中性
3416762745,心情天天Kai心,6114634924,在无聊时，你最喜欢听哪首歌？,2024-05-18 15:07:04.833,中性
9949841212,期待明日的月亮,6114630717,告诉我！你是听私人FM进来的[跳舞],2024-05-18 15:05:41.031,积极
9306297038,晨无恋,6114613434,"行路难
行路难
多歧路
今安在
乘风破浪会有时
直挂云帆济沧海",2024-05-18 14:37:47.012,中性
9749383061,酒仙-蓝莓蛋挞,6114610212,(˵¯͒〰¯͒˵),2024-05-18 14:31:07.666,中性
1670455865,小光头特别强,6114599983,《树上有个好地方》  《美术老师的放羊班》,2024-05-18 14:14:36.411,中性
1762731175,Alexander_Echo,6114588073,"1.男神
2.女神
3.原神",2024-05-18 13:56:19.609,中性
9975405433,Ggz42,6114566524,带上我！！！！,2024-05-18 13:24:49.673,积极
9102191911,momo_e4zc,6114544714,我|,2024-05-18 12:49:35.334,中性
3871190224,曲终人如梦,6114526585,接接接[色],2024-05-18 12:15:50.179,中性
3815236691,光影同在,6114517627,也许是，也许不是，但我更愿意聆听你的故事,2024-05-18 11:58:59.487,中性
1728336621,Kruger爱骑自行车,6114499665,借你吉言,2024-05-18 11:22:25.436,中性
7816509830,山茶芋圆,6114478321,我嘞个豆怎么都是这个乐队的歌,2024-05-18 10:32:50.702,中性
8053800489,2-0-0-9,6114464222,yes！,2024-05-18 10:05:01.812,积极
9957787243,兔子ao3,6114429028,加油,2024-05-18 08:45:18.883,中性
7846446845,彬彬就是小欧n,6114423169,他说羽球圈的（）,2024-05-18 08:34:15.234,中性
8608291147,Control_P,6114421118,肯定是自己啊哈哈,2024-05-18 08:29:55.286,中性
8831720756,诀别轩_,6114418955,放心吧 这里没人 偷偷给他/她表个白吧.,2024-05-18 08:22:34.016,中性
472393021,carprobox,6114403717,加油[亲亲],2024-05-18 08:02:52.465,中性
8650692584,燕群中的头雁,6114402059,谢谢,2024-05-18 07:49:31.245,中性
3683510332,心坎里_1JAY,6114396247,加油💪,2024-05-18 07:37:59.311,中性
3683510332,心坎里_1JAY,6114396206,2024高考全部上岸！,2024-05-18 07:37:31.605,积极
8218858794,无影乾坤,6114390968,我，用AI与作文大战，轻松拿捏[多多耍酷],2024-05-18 07:25:05.447,中性
1660051930,川原雪夜,6114389066,放下了就处处是案，人生不止一种活法，振作起来,2024-05-18 07:20:36.813,中性
1446851201,从不效仿他人,6114373663,ok,2024-05-18 06:54:33.714,积极
470863058,西野七濑粉,6114374289,加油,2024-05-18 06:51:11.799,中性
